"sæson","hold","niveau_denne_sæson","placering","hændelse","kval_modstander","kval_resultat","niveau_næste_sæson_algoritme","niveau_næste_sæson_faktisk","christoffer_bekræftet","source_league_group_id","source_group_name_raw","source_group_type","source_match_id","related_qualification_group_ids"
"2024/2025","Værløse","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","16857","Grundspil","grundspil","",""
"2024/2025","Gentofte","Ligaen","9","kvalifikationskamp mod 1.divisions nr. 2","Langhøj (O)","5-0","ikke fundet","Ligaen","","16857","Grundspil","grundspil","483659",""
"2024/2025","Aalborg Triton (O)","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","16857","Grundspil","grundspil","",""
"2024/2025","Langhøj (O)","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","16860","Pulje 1","grundspil","","16862"
"2024/2025","Aarhus AB (N)","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","16860","Pulje 1","grundspil","","16862"
"2024/2025","Solrød Strand 2","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","16860","Pulje 1","grundspil","","16862"
"2024/2025","Højbjerg 2","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","16860","Pulje 1","grundspil","","16862"
"2024/2025","RSL ODENSE OBK 2","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","ikke fundet","","16860","Pulje 1","grundspil","","16863"
"2024/2025","Kolding BK","1. division","6","1. divisions nedrykningsspil mod 2. division","","","A-only: methodA","1. division","","16860","Pulje 1","grundspil","","16863"
"2024/2025","Viby J (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","16860","Pulje 1","grundspil","","16863"
"2024/2025","Ikast","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","2. division","","16860","Pulje 1","grundspil","","16863"
"2024/2025","Greve","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","16861","Pulje 2","grundspil","","16862"
"2024/2025","Lillerød","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","ikke fundet","","16861","Pulje 2","grundspil","","16862"
"2024/2025","Hillerød","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","16861","Pulje 2","grundspil","","16862"
"2024/2025","KBK Kbh.","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","16861","Pulje 2","grundspil","","16862"
"2024/2025","Skovshoved 2","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","16861","Pulje 2","grundspil","","16863"
"2024/2025","Værløse 2","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","16861","Pulje 2","grundspil","","16863"
"2024/2025","Hvidovre 2 (O)","1. division","7","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","A-only: methodA+methodC","1. division","","16861","Pulje 2","grundspil","","16863"
"2024/2025","Gentofte 2","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","16861","Pulje 2","grundspil","","16863"
"2024/2025","Badminton Esbjerg","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","16865","Pulje 1","grundspil","","16867"
"2024/2025","Aarhus AB 2 (N)","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","16865","Pulje 1","grundspil","","16867"
"2024/2025","Aalborg Triton 2","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","16865","Pulje 1","grundspil","","16867"
"2024/2025","Odense OBK 3 (O)","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","16865","Pulje 1","grundspil","","16867"
"2024/2025","Lyngby","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","16865","Pulje 1","grundspil","",""
"2024/2025","Højbjerg 3","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","16865","Pulje 1","grundspil","",""
"2024/2025","Skovbakken (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","16865","Pulje 1","grundspil","",""
"2024/2025","Karlslunde (N)","2. division","8","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","16865","Pulje 1","grundspil","",""
"2024/2025","Skovshoved 3","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","16866","Pulje 2","grundspil","","16867"
"2024/2025","Lillerød 2","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","ikke fundet","","16866","Pulje 2","grundspil","","16867"
"2024/2025","Greve 2 (O)","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","A-only: methodA+methodC","2. division","","16866","Pulje 2","grundspil","","16867"
"2024/2025","KMB2010 (N)","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","16866","Pulje 2","grundspil","","16867"
"2024/2025","Holbæk","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","16866","Pulje 2","grundspil","",""
"2024/2025","Gentofte 3","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","16866","Pulje 2","grundspil","",""
"2024/2025","Solrød Strand 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","16866","Pulje 2","grundspil","",""
"2024/2025","Charlottenlund (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","16866","Pulje 2","grundspil","",""
"2025/2026","Vendsyssel (M)","Ligaen","1","Liga-grundspil","","","ikke fundet","ikke fundet","","17880","Grundspil","grundspil","",""
"2025/2026","Skovshoved","Ligaen","2","Liga-grundspil","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Hvidovre","Ligaen","3","Liga-grundspil","","","ikke fundet","ikke fundet","","17880","Grundspil","grundspil","",""
"2025/2026","Højbjerg","Ligaen","4","Liga-grundspil","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Gentofte","Ligaen","5","Liga-grundspil","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Værløse","Ligaen","6","Liga-grundspil","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Greve (O)","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Solrød Strand","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","Ligaen","","17880","Grundspil","grundspil","",""
"2025/2026","Odense OBK","Ligaen","9","kvalifikationskamp mod 1.divisions nr. 2","Lillerød","5-1","ikke fundet","Ligaen","","17880","Grundspil","grundspil","505733",""
"2025/2026","Team Skælskør-Slagelse","Ligaen","10","automatisk nedrykning","","","ikke fundet","1. division","","17880","Grundspil","grundspil","",""
"2025/2026","Aarhus AB","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17889"
"2025/2026","Odense OBK 2","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17889"
"2025/2026","Aalborg Triton (N)","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen; BD (N) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17889"
"2025/2026","Kolding BK","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17889"
"2025/2026","Badminton Esbjerg (O)","1. division","5","1. divisions nedrykningsspil mod 2. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17890"
"2025/2026","Viby J","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17890"
"2025/2026","Højbjerg 2","1. division","7","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17887","Pulje 1","grundspil","","17890"
"2025/2026","Langhøj","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","ikke fundet","","17887","Pulje 1","grundspil","","17890"
"2025/2026","KBK Kbh.","1. division","1","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","Ligaen","","17888","Pulje 2","grundspil","","17889"
"2025/2026","Lillerød","1. division","2","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17889"
"2025/2026","Hvidovre 2","1. division","3","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17889"
"2025/2026","Værløse 2","1. division","4","1. divisions kvalifikationsgruppe mod Ligaen","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17889"
"2025/2026","Skovshoved 2","1. division","5","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17890"
"2025/2026","Hillerød","1. division","6","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17890"
"2025/2026","Gentofte 2","1. division","7","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17890"
"2025/2026","Solrød Strand 2","1. division","8","1. divisions nedrykningsspil mod 2. division","","","ikke fundet","1. division","","17888","Pulje 2","grundspil","","17890"
"2025/2026","Gentofte 3","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17892","Pulje 1","grundspil","","17894"
"2025/2026","Skovshoved 3","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17892","Pulje 1","grundspil","","17894"
"2025/2026","Odense OBK 3","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17892","Pulje 1","grundspil","","17894"
"2025/2026","Slagelse (O)","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division; BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","17892","Pulje 1","grundspil","","17894"
"2025/2026","Ikast (N)","2. division","5","forbliver i 2. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","17892","Pulje 1","grundspil","",""
"2025/2026","Aarhus AB 2","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","17892","Pulje 1","grundspil","",""
"2025/2026","Aalborg Triton 2","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","17892","Pulje 1","grundspil","",""
"2025/2026","Viby J 2 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","17892","Pulje 1","grundspil","",""
"2025/2026","Greve 2","2. division","1","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","1. division","","17893","Pulje 2","grundspil","","17894"
"2025/2026","Lillerød 2","2. division","2","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","","17894"
"2025/2026","KMB2010","2. division","3","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","","17894"
"2025/2026","Lyngby","2. division","4","2. divisions oprykningsspil/kvalifikation mod 1. division","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","","17894"
"2025/2026","Solrød Strand 3","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","",""
"2025/2026","Holbæk","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","17893","Pulje 2","grundspil","",""
"2025/2026","Drive (O)","2. division","7","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","",""
"2025/2026","Værløse 3 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","2. division","","17893","Pulje 2","grundspil","",""
"2026/2027","Vendsyssel","Ligaen","1","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Gentofte","Ligaen","2","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Solrød Strand","Ligaen","3","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","KBK Kbh. (O)","Ligaen","4","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Hvidovre (M)","Ligaen","5","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Værløse","Ligaen","5","Liga-grundspil","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Greve","Ligaen","7","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Odense OBK","Ligaen","8","forbliver i Ligaen (nr. 7-8)","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Skovshoved","Ligaen","9","Ligakvalifikationspulje (ikke direkte 2-holds kamp)","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Højbjerg","Ligaen","10","automatisk nedrykning","","","ikke fundet","ikke fundet","","18872","Grundspil","grundspil","",""
"2026/2027","Viby J","1. division","1","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Odense OBK 2","1. division","2","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Aalborg Triton","1. division","3","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Badminton Esbjerg","1. division","4","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Team Skælskør-Slagelse (N)","1. division","5","forbliver i 1. division (midterfelt); BD (N) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Aarhus AB","1. division","6","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Kolding BK","1. division","7","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Højbjerg 2","1. division","8","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18833","Pulje 1","grundspil","",""
"2026/2027","Gentofte 2","1. division","1","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Lillerød","1. division","2","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Hvidovre 2","1. division","3","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Skovshoved 2","1. division","4","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Solrød Strand 2","1. division","5","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Hillerød","1. division","6","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Greve 2 (O)","1. division","7","forbliver i 1. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","Værløse 2","1. division","8","forbliver i 1. division (midterfelt)","","","ikke fundet","ikke fundet","","18834","Pulje 2","grundspil","",""
"2026/2027","KBK Kbh. 2 (O)","2. division","1","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","KMB2010","2. division","2","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Ikast","2. division","3","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Odense OBK 3","2. division","4","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Skovbakken (O)","2. division","5","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Slagelse","2. division","6","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Solrød Strand 3","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Badminton Esbjerg 2 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18838","Pulje 1","grundspil","",""
"2026/2027","Gentofte 3","2. division","1","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Lillerød 2","2. division","2","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Skovshoved 3","2. division","3","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Værløse 3","2. division","4","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Lyngby","2. division","5","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Hillerød 2 (O)","2. division","6","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Drive","2. division","7","forbliver i 2. division (midterfelt)","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
"2026/2027","Hvidovre 3 (O)","2. division","8","forbliver i 2. division (midterfelt); BD (O) = historisk bevægelsesmarkør","","","ikke fundet","ikke fundet","","18839","Pulje 2","grundspil","",""
